Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
1.39,140,2255,13810,64.06,9,1,Petrol,Manual,Hyundai,Highway,Second,24.73
1.18,283,2026,13828,64.12,8,1,Petrol,Automatic,Honda,City,First,19.98
1.74,134,915,23732,72.26,6,5,Petrol,Manual,Hyundai,Highway,Third,29.78
3.17,290,1762,9874,30.48,0,3,Diesel,Manual,Ford,Mixed,Second,33.29
3.58,377,2043,18767,41.01,2,5,Petrol,Automatic,Ford,Mixed,Third,14.08
1.18,355,2076,24420,63.28,8,3,Petrol,Manual,Ford,Highway,Second,24.51
4.78,254,1992,15913,74.76,3,5,Diesel,Manual,BMW,City,Third,26.18
4.37,276,1646,21215,64.27,3,4,Diesel,Manual,Toyota,Mixed,Second,30.37
2.19,168,1115,23733,50.67,9,1,Electric,Manual,Hyundai,Highway,Second,38.67
1.31,311,1609,19332,48.08,5,3,Petrol,Manual,Hyundai,Highway,First,26.36
1.68,227,1171,27127,66.9,2,4,Petrol,Automatic,Ford,City,First,24.24
1.51,167,1559,9432,67.06,2,3,Electric,Automatic,BMW,City,Second,34.72
1.49,111,1676,27559,60.35,14,2,Petrol,Manual,Hyundai,City,Second,23.54
3.07,208,1776,12265,44.57,8,2,Electric,Automatic,Hyundai,Highway,First,31.09
1.98,352,2406,11103,76.26,12,1,Diesel,Automatic,BMW,Mixed,Second,30.82
2.43,296,955,16012,57.59,4,4,Petrol,Automatic,Ford,Highway,Third,23.99
4.96,141,1413,28742,69.52,13,4,Petrol,Automatic,BMW,City,Third,12.03
3.74,312,1836,20900,40.72,6,2,Diesel,Manual,Toyota,City,Second,29.23
4.8,87,1307,7031,47.2,4,1,Petrol,Automatic,Hyundai,Highway,Second,16.96
1.57,146,1264,22633,73.73,5,2,Diesel,Automatic,Toyota,City,First,39.33
2.53,114,1582,28192,32.51,7,4,Diesel,Automatic,Hyundai,City,First,35.61
3.22,209,1603,24940,55.62,14,3,Electric,Automatic,Toyota,Highway,Second,31.14
1.31,246,1019,13519,54.09,7,4,Diesel,Automatic,Hyundai,Mixed,Third,40.22
1.02,291,814,13988,67.56,1,1,Electric,Automatic,Ford,City,First,37.95
3.68,161,916,10299,44.09,10,4,Diesel,Manual,Honda,Mixed,Third,34.41
3.57,91,1130,17952,40.95,8,5,Electric,Automatic,BMW,Mixed,Third,31.62
2.64,241,855,8094,76.31,9,4,Electric,Automatic,Hyundai,Mixed,Third,32.82
2.96,161,2174,7977,58.59,11,5,Electric,Automatic,BMW,Mixed,Third,27.74
2.66,261,1955,22346,35.23,11,2,Electric,Automatic,Hyundai,City,First,27.9
1.1,146,2049,10725,39.65,11,5,Petrol,Manual,Honda,City,Second,22.23
2.34,350,1107,26873,79.94,13,4,Diesel,Manual,Ford,Highway,Second,38.54
1.71,248,2298,6268,39.78,5,4,Diesel,Automatic,Ford,City,First,32.73
1.39,307,1021,21161,60.52,6,4,Diesel,Automatic,BMW,Highway,Third,42.02
4.83,204,1996,26663,51.01,2,1,Diesel,Automatic,Honda,Mixed,Second,27.97
3.4,349,2163,21756,74.28,3,2,Electric,Automatic,BMW,Highway,Second,28.64
3.91,88,1596,25764,67.76,5,5,Petrol,Manual,Ford,Highway,Second,21.29
2.26,152,2329,12617,59.85,6,3,Diesel,Automatic,Toyota,City,Third,32.28
2.57,297,1980,20032,30.54,5,5,Diesel,Manual,BMW,Highway,Second,36.24
1.95,334,950,17934,73.99,4,4,Diesel,Manual,Hyundai,Mixed,First,39.43
1.39,181,2001,16885,52.23,13,3,Electric,Automatic,Ford,City,Second,31.97
1.72,320,2356,14796,76.58,11,3,Diesel,Automatic,Hyundai,City,Second,31.19
4.19,233,911,11279,54.78,1,5,Diesel,Manual,Honda,City,First,32.14
3.71,237,1482,5095,64.71,11,5,Petrol,Automatic,Ford,Mixed,Third,14.62
3.19,290,1961,20478,33.46,14,5,Electric,Manual,Ford,Highway,Second,29.81
2.9,373,2056,25753,67.26,14,5,Petrol,Automatic,BMW,City,Third,13.17
4.69,260,1131,25325,46.9,6,2,Diesel,Automatic,BMW,Highway,Third,31.95
1.29,394,2365,12021,47.57,4,1,Electric,Automatic,Hyundai,Mixed,Third,31.19
2.12,239,1692,20185,35.93,11,1,Diesel,Automatic,BMW,Mixed,Second,35.13
2.4,114,2130,25328,37.34,8,5,Diesel,Manual,Toyota,Mixed,Second,36.37
4.13,83,960,10868,39.29,12,1,Electric,Automatic,Ford,City,First,27.71
4.97,300,2225,18071,46.41,10,5,Petrol,Automatic,Honda,City,Third,8.0
1.96,226,2413,26780,74.6,3,5,Electric,Automatic,Ford,Highway,First,34.29
4.5,203,1077,13041,48.41,13,5,Electric,Manual,Hyundai,Highway,Second,29.37
4.32,106,2143,21515,66.22,9,2,Petrol,Automatic,BMW,City,Second,12.07
1.9,122,2356,16307,34.14,11,4,Electric,Manual,Ford,Mixed,First,32.8
2.6,87,1696,12290,59.55,1,1,Petrol,Manual,BMW,Mixed,First,22.81
2.64,107,1296,20495,54.09,6,1,Petrol,Automatic,Hyundai,City,Third,20.87
4.91,256,2186,11516,78.9,6,2,Electric,Manual,BMW,Highway,Second,24.66
1.72,265,2195,14341,72.31,0,2,Electric,Automatic,Honda,Mixed,Third,32.88
4.2,312,1454,16702,52.74,10,5,Petrol,Automatic,Hyundai,City,Third,11.83
2.34,369,1859,27290,68.76,13,5,Petrol,Automatic,Ford,Highway,Second,19.49
3.92,372,1102,5807,39.65,12,4,Petrol,Manual,Ford,Highway,Second,16.72
2.68,104,1237,18031,58.12,4,1,Petrol,Manual,Honda,Mixed,Third,23.88
3.31,284,1525,21434,33.73,2,2,Petrol,Manual,Toyota,Mixed,First,19.3
4.33,288,1855,16400,47.4,8,4,Electric,Automatic,BMW,Mixed,Second,24.11
4.22,385,985,26661,41.29,8,1,Diesel,Automatic,Ford,Mixed,Third,30.23
4.47,159,1997,21439,65.95,6,4,Electric,Manual,Honda,Highway,First,28.7
1.24,377,2389,8664,54.5,11,4,Diesel,Manual,BMW,City,Third,32.65
3.77,321,1472,5743,67.55,8,5,Petrol,Automatic,Hyundai,Highway,Second,16.05
1.56,77,2073,11030,55.76,11,4,Electric,Manual,Honda,Mixed,First,35.01
2.66,325,1800,29515,34.32,1,5,Diesel,Automatic,Hyundai,City,First,33.08
3.19,277,1078,19661,66.77,10,1,Petrol,Automatic,Hyundai,Highway,First,20.54
2.61,200,1482,19975,71.66,9,1,Electric,Manual,Hyundai,City,Second,31.83
3.08,293,1825,5079,75.18,7,5,Diesel,Automatic,BMW,Highway,Second,32.5
4.99,266,2017,19809,58.6,9,3,Electric,Automatic,Toyota,City,Third,20.29
1.54,211,1989,17132,67.68,9,4,Diesel,Manual,Hyundai,Highway,Third,39.61
3.7,321,1810,7966,67.6,9,1,Electric,Manual,Ford,Highway,Second,28.27
2.58,165,1724,20534,37.79,12,4,Electric,Manual,BMW,Mixed,Third,32.47
1.53,95,1933,8728,38.21,0,3,Diesel,Automatic,BMW,Highway,First,41.03
1.63,180,1179,9536,33.54,2,4,Electric,Automatic,Hyundai,Mixed,Second,37.02
4.8,192,1634,21509,46.0,7,3,Electric,Manual,Ford,Highway,Second,28.34
4.52,255,1798,10813,53.68,10,2,Petrol,Automatic,Honda,City,Third,9.81
4.63,237,2406,29794,79.89,7,3,Diesel,Manual,BMW,City,Second,25.81
4.97,120,2499,5947,51.55,13,1,Electric,Automatic,Hyundai,Mixed,First,20.1
1.83,74,1084,17565,66.31,9,5,Diesel,Automatic,Hyundai,Highway,Second,42.34
2.42,146,1220,20844,64.67,7,5,Electric,Automatic,Toyota,Mixed,First,34.73
3.68,229,912,5594,40.22,10,4,Diesel,Automatic,Toyota,City,Second,30.54
2.94,277,1817,26414,32.93,14,2,Diesel,Automatic,Honda,Highway,Second,33.56
2.67,326,1027,21524,57.3,11,4,Petrol,Manual,Honda,Mixed,Second,20.99
2.43,274,2294,24439,65.02,10,3,Petrol,Manual,Honda,City,Third,16.84
3.38,324,1327,19017,79.91,6,5,Diesel,Automatic,Honda,City,Third,30.67
3.3,80,1295,9205,47.93,1,3,Electric,Manual,Hyundai,Highway,First,35.8
1.65,77,830,26555,74.82,2,5,Diesel,Manual,Hyundai,Highway,Third,47.0
2.89,101,961,12782,49.1,8,5,Electric,Automatic,Hyundai,Highway,Second,35.86
3.21,97,1504,7660,64.47,1,5,Diesel,Automatic,Ford,Mixed,Third,34.84
3.28,275,1521,21013,59.91,12,1,Petrol,Automatic,Honda,Mixed,Third,16.46
1.84,297,2201,11856,32.65,6,3,Petrol,Manual,Ford,Highway,First,22.0
3.97,197,1245,11089,33.92,0,4,Electric,Manual,BMW,Highway,Second,32.77
1.1,324,1543,10318,31.04,2,2,Diesel,Manual,BMW,Highway,First,41.98
2.42,281,1226,20405,48.54,12,4,Electric,Automatic,Hyundai,City,Third,30.64
4.12,308,1303,23936,67.29,13,3,Petrol,Automatic,BMW,Highway,Second,16.24
3.26,276,2350,24995,38.64,0,2,Diesel,Automatic,Hyundai,Mixed,First,31.14
2.04,387,1520,13062,60.29,5,4,Petrol,Automatic,Honda,City,First,18.25
3.78,352,1483,22424,44.44,3,2,Petrol,Automatic,Ford,Highway,Second,17.84
3.27,314,2355,13506,69.85,0,3,Diesel,Manual,Hyundai,Mixed,First,30.88
4.18,114,1381,28987,69.92,4,5,Electric,Manual,Toyota,City,First,29.84
3.94,174,2343,16651,68.77,13,3,Diesel,Manual,Toyota,City,First,26.86
3.44,350,1857,25556,56.24,3,1,Petrol,Automatic,Honda,Mixed,Third,15.89
2.95,303,1535,24330,44.23,13,2,Petrol,Automatic,Ford,Mixed,First,17.25
1.53,258,1490,20730,70.47,10,3,Petrol,Manual,Hyundai,City,Third,22.44
2.05,113,1557,8236,39.31,9,5,Petrol,Manual,Honda,Mixed,First,22.98
2.68,294,2313,8680,44.49,13,5,Electric,Automatic,Ford,City,First,24.74
3.4,211,2443,20383,39.2,10,3,Diesel,Manual,Toyota,City,First,28.6
3.05,205,1553,26191,63.71,9,4,Diesel,Automatic,Hyundai,City,First,32.42
2.15,245,2246,16298,64.31,1,3,Electric,Manual,Ford,City,Second,31.22
1.03,211,2291,22921,62.63,12,5,Electric,Manual,BMW,Highway,Third,37.12
2.98,149,823,8872,50.78,6,3,Petrol,Manual,Hyundai,Mixed,Second,22.74
2.14,151,2039,6867,35.01,11,1,Diesel,Manual,BMW,Highway,Second,37.06
3.94,204,854,20820,75.56,14,4,Diesel,Automatic,Honda,Highway,Second,34.16
1.1,276,1849,22545,55.39,7,3,Diesel,Automatic,Ford,Highway,Second,40.35
3.34,246,2104,8920,50.35,3,5,Electric,Automatic,Ford,Highway,First,29.26
4.77,312,1603,10693,59.44,8,3,Petrol,Manual,Ford,City,First,10.57
1.7,124,1126,25266,39.64,2,3,Petrol,Automatic,Ford,City,Second,25.43
2.89,210,1769,15948,36.63,12,2,Diesel,Manual,Hyundai,City,Second,31.93
1.37,125,985,29122,50.28,5,3,Petrol,Automatic,BMW,City,Third,26.73
3.5,84,1294,13456,41.36,10,1,Electric,Manual,BMW,Highway,Second,33.83
3.2,254,1835,11331,42.21,13,5,Electric,Automatic,Honda,City,First,25.44
2.63,383,2464,26566,74.63,14,2,Diesel,Automatic,Honda,Highway,Third,31.02
3.09,157,1233,18107,56.54,13,3,Petrol,Manual,Ford,City,Second,18.8
4.59,166,1007,14494,54.17,6,4,Electric,Automatic,Toyota,Mixed,Third,27.95
1.79,213,932,18853,64.47,6,1,Electric,Manual,Toyota,Mixed,Second,38.18
1.09,77,2162,14386,77.58,5,1,Electric,Manual,Ford,Mixed,Third,37.55
4.45,284,2019,22910,35.61,8,1,Electric,Manual,BMW,Mixed,Third,24.96
3.31,242,2085,13131,71.68,14,2,Petrol,Automatic,Honda,City,First,12.29
4.56,292,2105,16796,59.2,0,3,Electric,Automatic,Hyundai,Mixed,Third,23.96
3.39,109,1168,25778,37.31,12,1,Electric,Automatic,Toyota,Mixed,Second,31.76
4.24,251,1926,6158,44.86,8,3,Petrol,Automatic,Honda,Highway,Third,13.81
2.72,339,2455,25751,54.12,12,4,Diesel,Automatic,Toyota,Mixed,Second,29.61
4.0,256,2006,26014,64.56,8,3,Diesel,Manual,BMW,City,Second,28.53
4.65,314,1222,24897,42.13,3,3,Electric,Automatic,BMW,Highway,First,28.63
3.29,378,1832,22528,56.74,12,3,Diesel,Automatic,Ford,City,Third,27.74
1.72,300,2380,5068,64.23,11,5,Petrol,Automatic,Ford,Highway,First,19.09
2.08,224,1043,8717,52.44,14,2,Electric,Manual,Toyota,City,Second,32.96
1.79,244,1581,20218,73.15,11,3,Petrol,Manual,Toyota,Mixed,Third,22.72
1.99,184,1423,16200,73.47,4,1,Diesel,Manual,Honda,Highway,Third,41.32
2.23,380,1366,20855,53.53,2,5,Diesel,Manual,Ford,Mixed,Second,37.12
3.22,369,2216,14361,78.65,6,3,Electric,Automatic,BMW,City,First,24.12
3.35,87,1326,20692,33.78,14,5,Diesel,Manual,Honda,City,First,33.5
2.71,341,836,16526,30.17,1,2,Electric,Automatic,Honda,Highway,Third,35.55
3.46,81,977,15207,49.03,7,5,Electric,Automatic,Hyundai,City,First,31.09
1.33,370,1438,14231,60.05,8,1,Petrol,Automatic,BMW,City,Third,20.57
1.35,261,2452,20063,61.46,5,3,Diesel,Manual,Honda,Highway,First,38.92
1.69,301,1651,9723,53.82,8,1,Diesel,Automatic,Hyundai,Mixed,Second,35.64
3.07,162,871,9213,36.24,5,4,Electric,Manual,Ford,Highway,Second,36.34
1.86,287,1151,27797,38.52,2,5,Electric,Manual,BMW,City,Second,36.27
2.13,347,1422,8466,72.61,9,5,Electric,Manual,Ford,City,Third,30.91
2.6,372,1972,24410,73.4,2,5,Electric,Manual,Hyundai,Highway,Third,33.22
4.25,98,904,28382,63.69,1,2,Petrol,Manual,BMW,Highway,Second,23.47
1.06,370,2482,17449,63.21,4,1,Diesel,Manual,Toyota,Mixed,Second,36.42
3.6,146,1020,7747,59.88,12,4,Petrol,Manual,Toyota,City,First,17.41
3.68,78,1662,28655,40.15,13,2,Diesel,Automatic,Toyota,City,Second,31.02
4.19,93,2197,17454,51.41,3,2,Petrol,Manual,Honda,Mixed,Second,15.89
4.73,84,1317,17587,64.79,11,3,Electric,Automatic,Toyota,Highway,Second,28.73
1.08,233,2083,27555,56.86,5,4,Petrol,Manual,Honda,Highway,Third,27.09
1.62,82,1098,25239,30.93,4,5,Petrol,Automatic,Honda,Mixed,Third,27.42
4.54,241,1660,21383,77.68,5,5,Electric,Automatic,Hyundai,Highway,Second,27.66
2.83,396,841,7203,72.24,3,3,Electric,Automatic,Toyota,Mixed,First,31.41
3.26,269,1570,18635,43.03,13,5,Diesel,Automatic,BMW,Highway,First,33.07
3.65,145,1696,24803,60.82,12,1,Diesel,Manual,Honda,Highway,Second,34.75
3.72,233,1291,6144,76.16,2,5,Petrol,Automatic,Hyundai,Highway,Third,19.02
4.73,130,2262,24083,34.8,0,1,Petrol,Manual,Honda,Mixed,Second,14.61
4.99,314,1870,17213,55.15,4,3,Petrol,Manual,BMW,Mixed,First,11.63
3.88,224,884,21944,52.81,5,3,Electric,Manual,BMW,Mixed,Third,31.95
2.15,326,1881,6187,50.51,4,1,Diesel,Automatic,Toyota,City,Third,32.01
4.52,313,1790,8133,71.78,4,5,Petrol,Manual,Honda,City,Third,11.22
1.2,231,1510,8411,49.03,11,3,Diesel,Automatic,BMW,Mixed,Second,37.9
1.92,137,1008,6689,33.18,5,3,Diesel,Manual,Ford,City,Second,39.15
4.59,346,2071,9407,33.29,3,1,Electric,Automatic,BMW,City,Second,20.7
2.02,230,2034,7423,32.14,13,3,Electric,Manual,BMW,Highway,First,33.2
1.88,328,838,22753,50.46,11,5,Petrol,Automatic,Honda,Highway,Third,25.07
1.55,376,2075,27391,65.92,3,3,Petrol,Automatic,BMW,Highway,Third,23.03
4.44,164,2466,11728,40.19,10,1,Petrol,Manual,Hyundai,City,First,10.08
3.0,315,1725,5976,62.32,12,5,Petrol,Manual,BMW,City,First,14.68
3.7,290,1561,25656,64.35,7,4,Petrol,Automatic,Ford,Mixed,Third,16.1
1.96,192,2236,27881,42.76,10,1,Diesel,Automatic,BMW,City,Third,33.63
4.03,256,1745,17801,60.03,7,4,Diesel,Automatic,Toyota,City,First,27.65
4.04,331,2269,15548,64.24,11,3,Electric,Automatic,Honda,Mixed,Second,22.49
2.25,342,851,5118,53.33,2,5,Electric,Automatic,Ford,Mixed,Second,33.89
2.64,129,1173,6542,46.84,6,3,Diesel,Automatic,Hyundai,Mixed,Second,36.44
1.84,194,2349,26246,60.96,14,5,Electric,Manual,BMW,Highway,First,34.42
4.91,120,1730,24427,78.89,4,2,Electric,Manual,BMW,Mixed,Third,27.32
3.58,247,955,5972,51.34,4,3,Petrol,Automatic,Hyundai,Highway,First,20.1
4.74,208,2365,5915,49.59,11,3,Electric,Manual,BMW,City,Second,20.32
2.21,396,1913,11621,53.21,12,3,Electric,Automatic,Toyota,City,Second,26.81
4.13,239,1478,21970,33.81,2,1,Electric,Manual,Ford,Highway,Second,31.42
4.06,108,1150,29926,57.66,1,5,Diesel,Automatic,BMW,Highway,First,37.0
3.77,138,868,27009,46.43,12,5,Diesel,Automatic,Hyundai,Highway,First,36.34
4.86,305,1986,19530,36.07,2,5,Petrol,Manual,Hyundai,City,Second,10.8
2.57,117,2065,12354,53.31,14,1,Electric,Manual,Ford,City,Second,29.37
1.52,126,2318,18761,30.17,6,5,Diesel,Manual,Toyota,Mixed,Third,38.21
3.69,346,2206,9591,50.09,2,3,Petrol,Automatic,Ford,Mixed,First,12.81
3.92,168,1875,23946,35.29,14,4,Electric,Manual,BMW,City,Third,26.06
3.3,84,1453,28223,31.21,10,2,Petrol,Automatic,Toyota,Mixed,Second,19.9
1.83,394,862,13464,71.22,12,5,Petrol,Manual,Toyota,Mixed,Second,22.59
3.02,248,1308,24311,75.81,1,1,Electric,Manual,Hyundai,Highway,Second,35.87
2.25,131,1091,27579,40.38,3,1,Diesel,Manual,Toyota,City,Third,39.9
2.71,188,1914,17550,56.96,11,5,Electric,Automatic,BMW,Highway,First,31.87
3.58,106,2487,27660,43.9,4,4,Electric,Automatic,BMW,City,First,26.65
3.98,203,2247,19351,54.68,12,5,Electric,Manual,BMW,City,Third,24.09
1.93,95,2492,9290,51.83,6,1,Diesel,Automatic,Honda,Highway,First,36.72
2.62,77,1620,27266,43.45,0,2,Electric,Automatic,Toyota,City,Third,33.83
2.08,73,2188,11446,65.02,13,4,Diesel,Manual,Toyota,Highway,Third,37.66
1.79,90,949,26551,36.32,7,5,Petrol,Manual,BMW,Highway,First,30.06
4.13,218,2094,18432,32.65,9,2,Diesel,Manual,Hyundai,City,First,27.46
4.64,94,1680,6522,68.38,2,5,Petrol,Manual,Toyota,City,Third,14.08
2.48,212,2404,5561,63.3,13,4,Petrol,Automatic,Honda,Highway,First,17.28
4.01,314,1939,8540,54.93,10,1,Electric,Manual,Toyota,Mixed,First,24.76
4.59,112,1503,17328,53.39,5,4,Diesel,Automatic,Ford,Mixed,Third,30.27
4.38,362,1315,6479,54.87,3,3,Petrol,Manual,Honda,City,Second,12.81
1.73,254,2410,11677,51.85,13,5,Petrol,Manual,Hyundai,City,Third,17.34
4.83,111,2064,22589,49.64,4,2,Diesel,Manual,Honda,Mixed,First,29.36
2.51,161,829,28044,54.98,9,2,Diesel,Manual,Honda,City,Second,38.57
2.36,386,1966,13848,56.43,11,4,Petrol,Manual,Toyota,City,First,15.83
1.25,393,1125,21973,64.6,14,4,Petrol,Manual,Honda,Mixed,Third,23.87
2.94,122,1748,25710,65.56,5,4,Diesel,Automatic,BMW,City,Third,33.77
1.44,153,815,26288,48.88,1,2,Diesel,Automatic,Honda,Mixed,Third,43.77
1.99,103,910,17766,50.68,12,1,Petrol,Automatic,Toyota,Mixed,Second,24.57
2.27,145,1671,18520,48.68,14,2,Electric,Automatic,BMW,Mixed,First,32.18
4.24,266,1512,16943,56.83,2,1,Diesel,Automatic,Hyundai,City,Second,28.52
4.5,355,906,27805,52.67,14,4,Petrol,Automatic,Ford,Highway,Third,15.96
2.21,157,1178,25143,74.48,7,3,Petrol,Automatic,Honda,Highway,First,25.78
4.43,304,961,15292,64.82,7,2,Electric,Manual,BMW,Highway,Third,30.08
4.43,301,1082,15076,74.93,0,4,Diesel,Automatic,BMW,City,First,29.24
4.06,76,1068,21017,65.46,9,2,Petrol,Manual,Hyundai,City,Second,18.19
1.59,361,1283,13655,78.55,7,4,Electric,Automatic,Hyundai,City,Second,32.52
3.76,107,1466,13945,61.79,10,2,Diesel,Automatic,Ford,City,Second,30.46
4.78,121,1896,27320,78.18,1,5,Electric,Manual,Ford,Highway,Second,29.92
3.73,212,2020,13774,37.91,9,2,Petrol,Manual,Toyota,Mixed,First,15.19
2.33,290,2066,7205,32.62,9,5,Electric,Manual,Ford,City,First,28.59
3.0,309,1397,25498,58.96,12,1,Petrol,Manual,Ford,City,Second,17.48
3.58,212,1598,17342,79.17,7,2,Petrol,Manual,BMW,City,Second,16.3
3.04,118,2082,9027,50.88,11,1,Electric,Automatic,Honda,Mixed,First,28.4
1.48,346,1597,21327,40.6,9,3,Electric,Manual,Honda,Highway,Third,36.89
2.25,340,1972,26200,56.08,4,5,Petrol,Manual,Ford,City,Second,18.98
4.21,83,1189,12188,62.44,0,2,Electric,Manual,Toyota,Highway,First,33.64
4.45,367,1215,7808,45.76,7,1,Diesel,Automatic,Toyota,City,Second,26.05
1.55,84,1225,18851,65.74,11,4,Diesel,Manual,Honda,Highway,First,43.57
4.81,303,1796,20354,78.76,4,1,Electric,Manual,Hyundai,City,Second,23.36
2.32,132,2040,20058,74.85,14,2,Electric,Manual,BMW,Highway,Second,34.17
3.65,265,1666,19620,44.58,0,3,Diesel,Automatic,Ford,City,Third,30.45
4.01,96,885,24987,46.34,14,5,Petrol,Manual,BMW,City,Third,18.19
4.25,162,2039,8913,48.58,3,4,Petrol,Automatic,Ford,Highway,Third,15.59
4.78,174,1222,22803,49.73,12,1,Diesel,Automatic,Ford,Highway,Third,31.09
2.25,378,2143,7167,35.02,0,2,Petrol,Manual,Honda,Mixed,Second,18.65
4.43,121,917,7144,68.1,12,2,Electric,Automatic,BMW,Mixed,Second,27.67
1.53,388,1758,7167,48.27,8,5,Electric,Automatic,BMW,Mixed,Third,31.53
3.82,250,1681,14752,73.99,9,4,Diesel,Automatic,Hyundai,Mixed,Third,29.53
3.97,126,1791,14368,76.35,1,1,Diesel,Automatic,Hyundai,Highway,Second,33.57
3.71,189,1214,27275,31.22,7,1,Diesel,Automatic,BMW,Mixed,First,33.64
2.01,377,1398,27920,79.43,3,1,Diesel,Automatic,Hyundai,City,Third,35.46
4.49,112,839,22550,65.5,8,5,Petrol,Manual,Hyundai,Highway,First,21.02
1.68,204,1984,8575,56.02,1,5,Petrol,Automatic,Ford,City,Second,20.34
1.21,329,1502,24225,49.48,11,4,Petrol,Automatic,Honda,Mixed,First,22.99
3.87,266,1336,23254,55.93,2,1,Electric,Manual,Ford,Mixed,Third,30.56
2.9,202,1219,24270,46.23,1,1,Electric,Automatic,Hyundai,Mixed,Third,33.92
4.4,324,1463,21543,61.13,9,4,Diesel,Manual,Ford,Highway,Third,31.28
2.53,289,894,12243,34.65,13,4,Diesel,Manual,Ford,City,Third,34.72
1.67,110,2265,25147,61.06,4,4,Petrol,Automatic,Toyota,City,Third,21.3
4.35,324,2381,17926,43.77,10,2,Petrol,Automatic,Ford,Highway,Second,11.54
3.2,71,1772,6055,30.88,0,4,Petrol,Automatic,Ford,Mixed,First,19.3
1.76,264,1449,21717,57.64,11,3,Diesel,Manual,Honda,Mixed,Second,38.17
3.88,311,2289,24980,58.92,2,5,Petrol,Automatic,BMW,Highway,Second,15.56
3.04,218,1087,28991,51.33,0,4,Diesel,Manual,Toyota,City,Second,37.0
3.42,267,2499,14083,33.61,9,2,Diesel,Automatic,Toyota,City,First,26.16
2.84,368,1211,6362,74.67,14,3,Electric,Automatic,Toyota,City,First,26.83
4.31,314,1199,5925,60.57,13,2,Electric,Automatic,Toyota,City,Second,22.95
4.32,177,1327,26903,35.79,7,2,Diesel,Manual,Honda,Mixed,First,32.59
3.84,281,1841,23827,55.55,14,2,Petrol,Manual,BMW,Mixed,Second,14.55
1.42,225,935,21321,54.86,11,2,Diesel,Automatic,Honda,Highway,Second,42.31
4.36,95,2287,15769,33.02,3,1,Diesel,Manual,Toyota,Highway,Third,31.9
3.68,151,1558,8980,60.34,2,5,Diesel,Automatic,BMW,Highway,First,34.42
3.79,152,2071,12260,70.42,7,1,Diesel,Manual,Honda,Mixed,Third,30.8
2.45,200,1642,21151,67.45,12,3,Electric,Manual,BMW,Mixed,Second,32.82
4.52,398,1509,15597,40.15,8,1,Electric,Automatic,Honda,Mixed,Second,23.36
3.9,169,1824,6419,73.11,7,3,Diesel,Automatic,BMW,Highway,Second,31.45
1.45,325,1180,16067,47.13,5,4,Electric,Manual,Honda,Mixed,Third,37.01
2.63,118,1308,5059,77.33,13,3,Electric,Manual,Toyota,City,Third,31.46
4.55,132,2283,7524,33.59,14,1,Petrol,Manual,Toyota,Mixed,Second,11.22
1.19,380,2328,25181,54.31,2,1,Electric,Automatic,Toyota,City,Third,31.73
4.85,359,1605,6578,59.86,7,3,Electric,Automatic,Honda,City,Second,20.39
3.72,174,1275,17598,42.38,12,1,Diesel,Manual,BMW,City,Second,31.57
3.53,174,2380,19527,68.57,4,3,Electric,Automatic,BMW,Mixed,Third,27.19
2.08,394,1753,28585,61.34,4,2,Electric,Manual,Hyundai,Highway,First,35.36
2.0,84,1648,21047,30.91,11,5,Electric,Automatic,Ford,City,Second,33.1
4.77,244,1696,5707,60.42,8,3,Diesel,Automatic,Toyota,City,Second,24.47
2.19,328,831,29549,54.57,0,2,Diesel,Manual,Toyota,Mixed,Third,40.83
4.1,280,917,10277,39.8,6,2,Electric,Automatic,Toyota,Mixed,Third,28.15
2.57,328,2007,6780,79.79,7,2,Diesel,Manual,Hyundai,City,Third,30.89
1.56,171,990,18811,74.86,10,2,Diesel,Automatic,Hyundai,Highway,Second,42.29
1.04,329,873,23797,44.63,9,3,Petrol,Manual,Hyundai,Mixed,First,27.28
3.18,228,1422,18145,57.05,2,1,Electric,Automatic,Toyota,City,First,29.79
4.9,114,1926,29134,45.83,7,2,Petrol,Automatic,BMW,Highway,First,15.37
2.48,370,1670,19662,68.77,0,4,Electric,Automatic,Toyota,Mixed,Second,31.43
2.43,320,1385,23545,76.52,7,2,Electric,Manual,Hyundai,Highway,Third,35.47
2.38,234,1219,16731,47.94,6,1,Petrol,Manual,Hyundai,City,First,21.35
3.08,262,1272,13800,70.28,3,1,Petrol,Automatic,Ford,Highway,First,21.2
2.76,78,913,21692,54.92,10,5,Electric,Automatic,Honda,City,First,33.58
4.52,134,2202,10439,49.83,6,5,Petrol,Manual,Ford,Mixed,Second,13.25
3.02,351,2136,9307,76.92,9,2,Petrol,Manual,Ford,City,Third,13.56
3.03,250,1129,7364,55.52,13,2,Diesel,Automatic,Toyota,City,Third,31.19
1.55,351,1138,21568,53.37,10,5,Electric,Automatic,Honda,Mixed,Third,34.87
4.93,348,1037,10324,63.62,6,2,Diesel,Manual,Honda,City,Third,26.95
2.0,99,1996,10483,43.06,12,4,Electric,Manual,Toyota,Highway,First,35.39
1.29,335,878,5245,46.24,9,3,Diesel,Manual,BMW,Mixed,Third,39.9
3.65,397,1263,13430,76.6,12,5,Electric,Automatic,Toyota,Highway,First,28.12
3.38,286,1404,13183,63.93,11,5,Diesel,Automatic,BMW,Mixed,Second,30.98
